C,NEMP.WORLD,P5MIN_FCAS_REQUIREMENT,AEMO,PUBLIC,2025/05/02,17:40:47,0000000461610585,P5MIN,0000000461610582
I,P5MIN,FCAS_REQUIRMENT,1,RUN_DATETIME,INTERVENTION,INTERVAL_DATETIME,CONSTRAINTID,BIDTYPE,REGIONID,CONSTRAINT_EFFECTIVEDATE,CONSTRAINT_VERSIONNO,MARGINALVALUE,BASE_COST,ADJUSTED_COST,ESTIMATED_CMPF,ESTIMATED_CRMPF,RECOVERY_FACTOR_CMPF,RECOVERY_FACTOR_CRMPF,LASTCHANGED
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R5,RAISE5MIN,QLD1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R5,RAISE5MIN,SA1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R5,RAISE5MIN,VIC1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R5,RAISEREG,NSW1,"2020/12/04 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R5,RAISEREG,QLD1,"2020/12/04 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R5,RAISEREG,SA1,"2020/12/04 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R5,RAISEREG,VIC1,"2020/12/04 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R6,RAISE6SEC,NSW1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R6,RAISE6SEC,QLD1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R6,RAISE6SEC,SA1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R6,RAISE6SEC,VIC1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R60,RAISE60SEC,NSW1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R60,RAISE60SEC,QLD1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R60,RAISE60SEC,SA1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN++TTS_TG_R60,RAISE60SEC,VIC1,"2020/12/04 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L1,LOWER1SEC,NSW1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L1,LOWER1SEC,QLD1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L1,LOWER1SEC,SA1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L1,LOWER1SEC,VIC1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L5,LOWER5MIN,NSW1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L5,LOWER5MIN,QLD1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L5,LOWER5MIN,SA1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L5,LOWER5MIN,VIC1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L5,LOWERREG,NSW1,"2024/07/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L5,LOWERREG,QLD1,"2024/07/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L5,LOWERREG,SA1,"2024/07/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L5,LOWERREG,VIC1,"2024/07/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L6,LOWER6SEC,NSW1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L6,LOWER6SEC,QLD1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L6,LOWER6SEC,SA1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L6,LOWER6SEC,VIC1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L60,LOWER60SEC,NSW1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L60,LOWER60SEC,QLD1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L60,LOWER60SEC,SA1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+APD_TL_L60,LOWER60SEC,VIC1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L1,LOWER1SEC,NSW1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L1,LOWER1SEC,QLD1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L1,LOWER1SEC,SA1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L1,LOWER1SEC,VIC1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L5,LOWER5MIN,NSW1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L5,LOWER5MIN,QLD1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L5,LOWER5MIN,SA1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L5,LOWER5MIN,VIC1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L5,LOWERREG,NSW1,"2024/07/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L5,LOWERREG,QLD1,"2024/07/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L5,LOWERREG,SA1,"2024/07/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L5,LOWERREG,VIC1,"2024/07/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L6,LOWER6SEC,NSW1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L6,LOWER6SEC,QLD1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L6,LOWER6SEC,SA1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L6,LOWER6SEC,VIC1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L60,LOWER60SEC,NSW1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L60,LOWER60SEC,QLD1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L60,LOWER60SEC,SA1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+BIP_ML_L60,LOWER60SEC,VIC1,"2024/07/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R1,RAISE1SEC,NSW1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R1,RAISE1SEC,QLD1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R1,RAISE1SEC,SA1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R1,RAISE1SEC,VIC1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R5,RAISE5MIN,NSW1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R5,RAISE5MIN,QLD1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R5,RAISE5MIN,SA1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R5,RAISE5MIN,VIC1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R5,RAISEREG,NSW1,"2022/02/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R5,RAISEREG,QLD1,"2022/02/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R5,RAISEREG,SA1,"2022/02/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R5,RAISEREG,VIC1,"2022/02/11 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R6,RAISE6SEC,NSW1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R6,RAISE6SEC,QLD1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R6,RAISE6SEC,SA1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R6,RAISE6SEC,VIC1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R60,RAISE60SEC,NSW1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R60,RAISE60SEC,QLD1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R60,RAISE60SEC,SA1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+GFT_TG_R60,RAISE60SEC,VIC1,"2022/02/11 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+LREG_0210,LOWERREG,NSW1,"2019/05/16 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+LREG_0210,LOWERREG,QLD1,"2019/05/16 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+LREG_0210,LOWERREG,SA1,"2019/05/16 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+LREG_0210,LOWERREG,VIC1,"2019/05/16 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_BL_L1,LOWER1SEC,NSW1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_BL_L1,LOWER1SEC,QLD1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_BL_L1,LOWER1SEC,SA1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_BL_L1,LOWER1SEC,VIC1,"2024/09/09 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_BL_R1,RAISE1SEC,NSW1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_BL_R1,RAISE1SEC,QLD1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_BL_R1,RAISE1SEC,SA1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_BL_R1,RAISE1SEC,VIC1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R1,RAISE1SEC,NSW1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R1,RAISE1SEC,QLD1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R1,RAISE1SEC,SA1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R1,RAISE1SEC,VIC1,"2025/02/17 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R5,RAISE5MIN,NSW1,"2013/08/21 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R5,RAISE5MIN,QLD1,"2013/08/21 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R5,RAISE5MIN,SA1,"2013/08/21 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R5,RAISE5MIN,VIC1,"2013/08/21 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R5,RAISEREG,NSW1,"2013/08/21 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R5,RAISEREG,QLD1,"2013/08/21 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R5,RAISEREG,SA1,"2013/08/21 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R5,RAISEREG,VIC1,"2013/08/21 00:00:00",1,0,0,0,64.8178,33.39801171,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R6,RAISE6SEC,NSW1,"2013/08/21 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R6,RAISE6SEC,QLD1,"2013/08/21 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R6,RAISE6SEC,SA1,"2013/08/21 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R6,RAISE6SEC,VIC1,"2013/08/21 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
D,P5MIN,FCAS_REQUIRMENT,1,"2025/05/02 17:45:00",0,"2025/05/02 18:15:00",F_MAIN+NIL_MG_R60,RAISE60SEC,NSW1,"2013/08/21 00:00:00",1,0,0,0,0,0,0,0,"2025/05/02 17:40:45"
